id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39020168,Great location.Beautiful&New.Free xs  Parking.LIFT,299010850,Nicole E Carla,Lisboa,Arroios,38.72739,-9.14378,Entire home/apt,90,2,1,2019-10-10,0.60,1,265
39022505,Dream Guincho Unique Stay - Room 1,295319761,Rollingpower,Cascais,Alcabideche,38.75492,-9.45074,Private room,180,1,0,,,9,365
39026574,Alfama Paradise II,19884024,Marco,Lisboa,So Vicente,38.71446,-9.12534,Entire home/apt,59,1,6,2019-11-10,3.40,9,345
39026909,Suite in Estoril with Private Entrance,8223880,Maritza,Cascais,Cascais e Estoril,38.72211,-9.40617,Private room,28,1,1,2019-10-14,0.65,1,179
39027241,Alfama River View II,19884024,Marco,Lisboa,So Vicente,38.71424,-9.12416,Entire home/apt,79,1,6,2019-11-16,3.75,9,346
39027573,Alfama Paradise III,19884024,Marco,Lisboa,So Vicente,38.71412,-9.12409,Entire home/apt,69,1,11,2019-11-25,6.11,9,351
39028677,Guesthouse XANA,299082443,Julia,Lisboa,Arroios,38.73343,-9.1386,Entire home/apt,79,1,2,2019-10-27,1.15,1,358
39028717,Light Apartment,39854231,João,Lisboa,Penha de Frana,38.7258,-9.12823,Entire home/apt,47,1,6,2019-11-09,3.40,16,357
39030240,Penha Nice Apartament,39854231,João,Lisboa,Penha de Frana,38.7277,-9.12918,Entire home/apt,45,1,3,2019-11-03,2.09,16,362
39030889,Refuge de Josefina à l’orée du Parc Carmona.,194778142,Mamadou,Cascais,Cascais e Estoril,38.69524,-9.42465,Entire home/apt,32,3,2,2019-11-06,2,1,52
39031823,COOLPEOPLE HOSTEL - COOL PEOPLE DORM (FEMALE),180580995,Hostel,Lisboa,Santo Antnio,38.72354,-9.15474,Shared room,14,1,1,2019-10-26,0.88,5,271
39032385,Casa Andorinha - Mezzanine studio house,596561,Mercedes,Lisboa,Belm,38.6974,-9.19484,Entire home/apt,55,2,0,,,4,120
39039529,Alfama River View I,19884024,Marco,Lisboa,So Vicente,38.71434,-9.12404,Entire home/apt,79,1,4,2019-11-17,2.26,9,347
39042495,Family Chiado Apartment,299219386,P.,Lisboa,Misericrdia,38.70969,-9.15013,Entire home/apt,65,2,0,,,1,93
39046125,Lisbonita Modern Alfama,149362112,Sandrine,Lisboa,Santa Maria Maior,38.7099,-9.12978,Entire home/apt,80,2,7,2019-11-25,5.53,2,154
39047284,Alfama Paradise I,19884024,Marco,Lisboa,So Vicente,38.71495,-9.12369,Entire home/apt,49,1,5,2019-11-07,3.26,9,355
39049585,Home in Lisboa Best view,54932600,安,Lisboa,Arroios,38.7163,-9.13908,Entire home/apt,228,1,0,,,5,350
39049845,Home in OLD LISBOA,54932600,安,Lisboa,So Vicente,38.7191,-9.12999,Entire home/apt,228,1,0,,,5,90
39050122,tipica casa lisboeta,299063572,Mario,Lisboa,Misericrdia,38.70827,-9.14686,Entire home/apt,50,1,2,2019-10-27,1.50,1,344
39053329,Solar do Horizonte/ Sofá cama - sala,207579721,Rodrigo,Loures,Loures,38.83729,-9.18435,Private room,10,5,1,2019-10-15,0.67,5,73
39054914,Independente room Bairro Alto Lisbon,298510730,,Lisboa,Misericrdia,38.71122,-9.1465,Private room,20,3,1,2019-10-09,0.59,2,261
39057160,Luxury Central São Bento Apartment,296339865,Elisa,Lisboa,Campo de Ourique,38.71843,-9.15555,Entire home/apt,100,3,0,,,1,334
39063049,Amazing one bedroom apartment in city center!,297308729,Mario,Lisboa,Estrela,38.7106,-9.15936,Entire home/apt,47,2,5,2019-11-10,3.85,1,321
39066443,Cozy loft for 3 near Marquês de Pombal,219804817,Pedro & Virginia,Lisboa,Santo Antnio,38.72467,-9.15458,Entire home/apt,40,1,0,,,9,2
